QGC WPL 110

0	1	3	16	0	5	0	0	49.2502582359236669	-122.697208821773529	0	1

1	0	3	16	0	5	0	0	49.2502880000065772	-122.697210162878036	20	1

2	0	3	16	0	5	0	0	49.2503238919650528	-122.697211503982544	20	1

3	0	3	16	0	5	0	0	49.2503580330720681	-122.697214186191559	20	1

4	0	3	16	0	5	0	0	49.250393049567549	-122.697218209505081	20	1

5	0	3	16	0	5	0	0	49.2504315676838971	-122.697211503982544	20	1

6	0	3	16	0	5	0	0	49.2504595808405554	-122.697206139564514	20	1

7	0	3	16	0	5	0	0	49.2504613316623079	-122.697137743234634	20	1

8	0	3	16	0	5	0	0	49.2504630824840106	-122.697085440158844	20	1

9	0	3	16	0	5	0	0	49.2504604562514459	-122.697037160396576	20	1

10	0	3	16	0	5	0	0	49.2504271906267448	-122.697029113769531	20	1

11	0	3	16	0	5	0	0	49.2503939249796261	-122.697025090456009	20	1

12	0	3	16	0	5	0	0	49.25036678719826	-122.697023749351501	20	1

13	0	3	16	0	5	0	0	49.2503335215104485	-122.697023749351501	20	1

14	0	3	16	0	5	0	0	49.2503011312139236	-122.697022408246994	20	1

15	0	3	16	0	5	0	0	49.2502678654818666	-122.697023749351501	20	1

16	0	3	16	0	5	0	0	49.2502381013868131	-122.697019726037979	20	1

17	0	3	16	0	5	0	0	49.2502407276312155	-122.697080075740814	20	1

18	0	3	16	0	5	0	0	49.2502416030459926	-122.697118967771530	20	1

19	0	3	16	0	5	0	0	49.2502774950381976	-122.697127014398575	20	1

20	0	3	16	0	5	0	0	49.2503090099366645	-122.697125673294067	20	1

